review_clean_repeated,jogo
shadow of the erdtre is great however i do not believe they spent enough time play testing the dlc boses wil shot you even with a lot of the new leveling system upgrades the boses stil shot me and they are very agresive soim at a los for words old hunters was very dificult but it felt justified for its dificulty this is just stupid the first boses i come acros just ruin the experience i beat relana fyi and i did not have fun it felt cheap and notrewarding and it was not even required of me to do so from soft reduce the damage received in the dlc its stupid,Elden Ring
this is an arcade game cloaked in the prety though not to me charade of a world design with a tinge of animeloking human characters here and there i am personaly not a fan of japanese cartons art style but said world fels lifeles and empty the story is so thin it makes dragons dogma and starfield lok like they were writen by copola if an arcade style game where the purpose is to simply fight leser mobs and boses sounds fun to you youd like it the combat isnt interesting it has no real depth beyond learning bos paterns the same old thing going back to mario bros in and roling around and it has no visceral aspect or impact to it outside of causing people to rage if i want a semimindles game id rather play an arpg but thats me youre you and again if you like arcade fighting games this might be for you and for anyone wanting a game with a god story that has great chalenging mele combat within a lively world i highly recomend kingdom come deliverance,Elden Ring
this is the worst game ever to have ever existed i dont understand how people can caled this game the best game ever,Elden Ring
dont even bother going into new game plus if you are planing to play the dlc they made the game so unfair and like everyone has ben complaining about you have to run to areas that everything one shots you to gather items so that things dont one shot you then you can play the game cause fromsoft thought that was a god mechanic and people in new game plus dont get to play cause they are to busy dying every five seconds,Elden Ring
dogshit dlc with buged sumoning system,Elden Ring
super unfriendly as the boses are way to agresive and you cant even get a damage window,Elden Ring
makes me want to tear my eyes out but not in a god soulsborne way as i was exploring what i did of limgrave almost al my time playing it felt like a chore that granted me nothing except for one sumon that trivialized margit after i leveled up mind to use it genuinely felt more dificulty trying to kil a giant on the way there if i wasnt on horse back fels like i ned to sidequest and side track away from the brand new castle i unlocked just because i do close to the damage of a be sting with a greatsword ned to do around k damage for godrick every enemy in said castle doesnt provide enough souls to legitimately level up naturaly going through it unles natural level up includes respawn farming or doing the side content that already wasnt giving me anything both in gameplay or feling fel like the only person who doesnt like this game and keps geting baited by replaying it thinking itl somehow fel beter,Elden Ring
fuck this game and its devs big big pos,Elden Ring
genuinely unplayable i wil never understand the apeal of a deceptively openworld but insanely linear game every enemy in the over world and a majority of the boses are simply not fun and more so just anoying and fel like an obstacle and not in any slight of god way lore is shit and makes no sense even if you do watch some two hour video online about it every build is either boring andor fels like shit unles maybe my procks never ever ever hit everything is so inconsistent which makes the game hard for the sake of being hard and nothing else a vast majority of the boses fel like a slog or a luck fest pvp is shit just unfair plain and simple optimization is abysmal playing on mid level setings on a pc is inconsistent at best exploration is hardly even that since you ned a guide to anything and everything in the entire series i could not find something that this game does beter than almost any other game to come out in the past few years and the win against god of war ragnarok was from people who conditioned themselves into thinking that the soulslike genre is god at al,Elden Ring
unable to play online inapropriate activity detected i asume its because of the linux but its deck verified so who knows,Elden Ring
cant have anal with melina bad game,Elden Ring
my h hours save file got corupted after playing dlc,Elden Ring
game ran beter at launch than now idk what they mesed up with the updates but its ful of stuters and fps drops while exploring and in combat,Elden Ring
the dlc sucks they changed the leveling up system and made the bos times harder so it is almost imposible to level up it is glitchy as wel sometimes when you try to do something it wont work if you are thinking about geting it wait and give them time to hopefuly come to there senses and fix the crap,Elden Ring
the dlc and its boses are not fun in the slightest there are performance problems hitching stutering and laging al of the isues that plagued the end of the base game are turned up to here i first played ds in and i think this wil be the last game of the souls series that i play when considering the direction that the game design is heading,Elden Ring
shit fucking game dont buy it its realy not worth it from software doesnt know how to make a god game and havent since blodborne fuck this company fuck this game fuck this dlc and fuck you developers,Elden Ring
not easy to folow to figure out whats next if you like playing games where you have to lok up a guide then i gues this is fun its like fantasy dora the explorer except no monkey with a map,Elden Ring
no longer works with bitdo pro controler,Elden Ring
they are not hiding the bal anymore just about every enemy reads your buton preses there is a sincere devotion to making the game beautiful but at the same time giving you boses with infinite movesets and proximity atack dances that can go infinitely at this point the developers just want to make the boses as close to unbeatable as they can i sincerely regret buying the dlc,Elden Ring
inapropriate activity detected on steam deck linux + proton please hotfix asap p,Elden Ring
bad,Elden Ring
nowadays with the internet and everything being overly hyped by everyone including me sometimes its dificult to lok at things for what they are so let me say a few things oh yeah i started the game as the developer intended however the dificulty is so unbalanced and bs that i moded the game to my neds my game my rules this game is from a niche genre where people enjoy dificulty for the sake of dificulty alone they dont care about storyteling and other conventions that make clasic games masterpieces i bet that most souls players dont go around trying to figure the story out they just dont care they just want to fight the bos and make content and try to make money out of it this has to be said this game popularity is for its dificulty and for people to se streamers melting down hel even i am guilty of it sometimes with that said it doesnt make this game a masterpiece as many are claiming with the hype isue out of the way loking at the game alone there are great things about it such as art direction sound design level design creature design bos encounters just al great things to lok at now when it comes to gameplay and storyteling i am sure that a souls player is reading this right now and screaming who the heck cares about story or character which is why i caled it a niche game because the general public cares about story character development and other things that make a product a masterpiece it has to check al the boxes to be caled that friend thats just how it is and dont tel me its imposible to check al the boxes because baldurs gate god of war the witcher zelda botw did it alright so its not a masterpiece its god for what it is now what are the boxes it doesnt check wel the storyteling i wont even coment because the game itself doesnt care about explaining to me so why should i explain why i dont like it its non existent and dont tel me gorge r martin was involved cause he did it for the money as he said himself video games arent art gogle its hilarious to hear haha hiring him was just a marketing stunt and worked last box it didnt check which is actualy the most important gameplay i mean its a video game not a movie so it has to play wel but even if it was a movie it would be a terible one with this kind storyteling haha anyway the gameplay has sides one that works and the other which doesnt and i am loking at this comparing with the masterpieces i mentioned cause remember people are caling this one a goat so it should be judged as one what works the character moves wel the weapon arts are col animations and al the enemies animations are god for the most part what doesnt work the scaling leveling and dificulty i mean in a video game these are crucial i mean i am playing the witcher again and having a blast because the way the leveling experience is and the way it can be chalenging at times that is whats mising in elden ring curated leveling experience and choices and the solution is not to ad an easy mode because these kind of games once you adjust the leveling you break them in reality or they are ridiculously dificult or ridiculously easy and boring after you find an exploit than you have to spam the same atack over and over basicaly you have to find an exploit and use it over and over and this is a masterpiece the gameplay is so important in video games because this is how people wil fel about your game that is why many clasic games are clasic because of the way they play and the genius behind them there is no genius in making players seing the scren you died a milion times hel i played stelar blade byoneta nier automata devil may cry and they fel great of course chesy storyteling but they fel great to play elden ring loks way beter than those games but playing experience is way worse in sumary al they neded to do was to create a smart way for the player to ned certain items to fight certain boses acording to their levels and explain it through great storyteling and i wil gladly give a wonderful review and cal it a masterpiece to but we al know it wil never hapen because of the power of hype and the amount of atention their games get just by punishing players that play this for content not having to spend milions in voice actors and mocap to tel a god story not having to balance areas in the game or in diferent dificulty setings just set everything to max dificulty by default and because of the loyal player base who think that most people like to sit down to play a video game and literaly get headaches because the game dificulty is not wel designed in the end dont kid yourself this isnt a masterpiece its a niche game that became popular by the power of internet hype i also can se people avoiding saying anything bad about elden ring because of the toxic player base and because they dont want to be seing as a bad souls games player or something thats just so stupid,Elden Ring
the stutering on pc is bad enough to where i would consider holding of if on mod to aleviate it existed one such mod does and i use it making performance esentialy perfect except for traversal stuter betwen zones very rarely unfortunately most people on pc wont be aware of this mod on the nexus site or wont want to use it since it forces you to turn of eac and go ofline only with no way to play online with the mod enabled from truly does ned to lok at this as the performance dips and stuters get bad enough to hamper game play even on the strongest of hardware setups that should never be the case for a big budget a game with the resources from should have aces to now so its either them not caring or not knowing either way the performance is legitimately bad with no excuse to be honest if that doesnt bother you buy the game as its a clasic in every other way if youre on the fence already the performance might ruin the experience for you,Elden Ring
does not have cros platform cros progresion bought on pc for nothing,Elden Ring
i saw a rof with no lode bearing wals or posts as a fictitious contractor this upsets me dearly and puled me right out of imersion terible game would not recomend,Elden Ring
dlc is stil broken can not login to server and usualy crash when playing,Elden Ring
fuck this game and fuck souls game,Elden Ring
amazing game but just like everyone else is saying after years they stil havent optimized this game or fixed the random stutering i and many other people have high end pcs and are encountering the same problems either that or they canot launch the game either way leading to hours of research only to find a milion videos on how to solve these problems that shouldnt even be problems in the first place a milion videos each having a diferent answer none reliable please fix this,Elden Ring
i would rather be public executed than play this game,Elden Ring
i enjoy the game but sometimes i want to play with a friend and if you want to play with a friend this is a shit game we have to kil like thre invaders every time we play the dlc has turned on every monkeybrained metaplayer in the world to make the game unplayable without a sponful of chese i dont know who at fromsoft decided that the game was only going to tel you about invasions half the time but they ned to be hit by a bus god game shit pvp system,Elden Ring
great world shit boses id get it for runing around and exploring not for fighting boses,Elden Ring
performance is as and the game stuters like crazy,Elden Ring
its to hard wa,Elden Ring
sekiro sped enemies with dark souls sped roling not a god combination copy + paste boses galore egregious input reading on frame broken pvp invasion matchmaking esentialy kiled pvp long ago worst souls game by from just go play dark souls if you want a god balanced experience,Elden Ring
infinite crashlops no my pc is not garbage,Elden Ring
fuck this game,Elden Ring
the ashe system has ruined the bos design the boses of dlc are to fast and have to many nonstop combos for a player without ashe and it is very boring to chalenge the bos with ashes my favorite bos is gaelhe is a badasafter i beat gael i fel i am a badas tobut the dlc boses can not give me the same felingafter a few hours of chanlagei only fel funytired and meaningles i love souls gamesincluding er and hope it can be even beter,Elden Ring
performance in the dlc is very inconsistent i had few isues with performance in the base game with an i k and rtx at p but the game is now randomly stutering in one case the game froze for a ful two seconds in the midle of a fight,Elden Ring
yeah ryt,Dota 2
much beter kesa sa ml,Dota 2
asd,Dota 2
very fun game to play it can be hard at the start but it is enjoyable once you learn how to play it,Dota 2
so fxcking nice game,Dota 2
i came from league refused to play for years now that ive submited league is to smal in every faucet game is gud,Dota 2
best,Dota 2
gwp,Dota 2
n,Dota 2
this review might be viewed as a joke to many people which includes me that this highly positive competitive game is very individual team oriented motivates new low skiled players and most of al increases life expectancy due to overly efective psychologicalstres reducing properties,Dota 2
fun game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
very nice game i liked it,Dota 2
destroyed my sanity,Dota 2
espetacular,Dota 2
game is beyond adictive,Dota 2
worst game ever,Dota 2
very god and stategic game,Dota 2
exelent this game is extremly adictive play at ur own risk,Dota 2
sytusehfbk cbkljzheato,Dota 2
bhi gues ive just opened the pandora box wish me luckhb,Dota 2
one and only that stay with me at my lowest,Dota 2
god game,Dota 2
the best game,Dota 2
god game,Dota 2
guds,Dota 2
,Dota 2
i couldve bought a few nice motorcycles with the money i spent on this game,Dota 2
its a brain exercise every time and the game is just topnotch,Dota 2
nyenye,Dota 2
game pusing gais,Dota 2
mulyadi galon love this game during golive,Dota 2
<,Dota 2
best game on steam,Dota 2
d,Dota 2
if you want to throw away your mentality great game,Dota 2
after s hours of overwatch i finaly gave it up and went back to the source material dota has me hating and loving a game like never before is it a simple game yes is it far to complex yes i wil prevail in learning to play dota years after i instaled it lfg,Dota 2
fun game especialy when you can play and trol with mates not a game to be taken seriously unles youre a twat,Dota 2
game,Dota 2
totaly ethistic cancer game i love it,Dota 2
i got adicted to this in its worse than black tar heroin but i cant stop my mom doesnt talk to me my girlfriend now is a man for some reason thank you volvo,Dota 2
nice,Dota 2
the game is god items in markets are cheap and amazing but not al hero are balanced specialy broken ones,Dota 2
drink vodka play dotka,Dota 2
play til you drop,Dota 2
i realy love this game since frozen throne,Dota 2
,Dota 2
rewards time put in,Dota 2
,Dota 2
league of legends is as mindles as knack compared to this best moba actualy neds a brain to play,Dota 2
gl hf,Dota 2
its alright,Dota 2
please help,Dota 2
ok i gues,Dota 2
more adictive than nicotine,Dota 2
nice,Dota 2
best rtsmoba ever,Dota 2
g,Dota 2
god game,Dota 2
nice,Dota 2
god,Dota 2
bring back the old tinker with a laser marches rackets without tp and with a rearm on items,Dota 2
i am leaving this coment after thousand hours of dota if you wana lose your life get into this game and enjoy,Dota 2
god game,Dota 2
i dont play this game that much but i stil spend money wtf,Dota 2
league for pl who arent brain damaged,Dota 2
me,Dota 2
this is a pure johny valentines escape would you like to escape yes as you wish,Dota 2
dont waste your time playing this game,Dota 2
,Dota 2
yes,Dota 2
rating dota the only game where youl experience al the stages of grief within a single match denial did that guy realy just pick techies anger why did you fed again bargaining okay if we win this team fight i promise il stop playing for today depresion were minutes in and we havent even taken one tower and finaly aceptance g guys we tried its a magical place where friendships are tested slep schedules are destroyed and every game fels like a phd in anger management ive learned more about teamwork strategy and how to silently scream in frustration than in any corporate teambuilding exercise but for every soulcrushing defeat theres that one glorious victory that makes it al worth it when the stars align and your teamates actualy listen to pings and your cary doesnt decide to jungle until minutes in in short if you love stres yeling at strangers and theocasionaleup,Dota 2
playing since i was a kid,Dota 2
toxic comunity,Dota 2
y,Dota 2
ok,Dota 2
best game,Dota 2
ah dota the epitome of gaming perfectionif by perfection you mean a roler coaster of frustration confusion and delightful toxicity lets dive into the sher briliance of this masterpiece first of the gameplay is a gem nothing says fun like spending minutes meticulously strategizing and farming only to have your eforts anihilated by one catastrophic teamfight the feling of impending dom as you se your carefuly laid plans crumble is just indescribably delightful the heroes are flawlesly balanced who doesnt love those nailbiting games where one hero becomes a walking apocalypse while the rest of the team watches in awe and despair its like playing on hard mode except you didnt sign up for it those graphics though the groundbreaking visuals from stil shine in that nostalgic why does this game lok like its from a decade ago kind of way and who neds constant frame rates when you can have that wonderful stuter during crucial moments it ads an extra layer of chalenge realy now the matchmaking system is where dota truly shines wait times that stretch into the length of a sitcom episode give you ample oportunity to contemplate life the universe and why youre stil playing this game and being matched with teamates who poses the cognitive skils of a potato is just the icing on the cake every match fels like a thriling lotery of whether youl get competent players or humanshaped lumpy rocks lets not forget the update schedule valves whimsical aproach to patches keps you guesing wil they adres critical bugs today or introduce a new hat instead the suspense is simply exhilarating and oh the comunity such a delightful mix of agresive critics and unsolicited coaches its like a family reunion where everyones favorite pastime is questioning each others inteligence and reflexes the ingame chat ofers a crash course in creative insults that should surely be studied by linguists in sumary dota is an unparaleled experience that uniquely combines the joy of puling your hair out with the excitement of wondering why youre stil playing six out of five stres bals on the frustration scale highly recomended for masochists and those who enjoy an epic saga of pain and fleting glory,Dota 2
nc,Dota 2
complicated but fun,Dota 2
jux play it and u canot stop it,Dota 2
god game,Dota 2
real drama,Dota 2
ok,Dota 2
best game d,Dota 2
ye,Dota 2
best game ever,Dota 2
i fucking hate this game already but its prety fun if you want to get angry,Dota 2
nice game,Dota 2
stil learning some basic stuf almost out of tutorial,Dota 2
worth playing only for custom gamemodes the normal game wil make you vomitus and sufered also icefraud is a fuarking hack for ruining techies,Dota 2
asdasd,Dota 2
,Dota 2
makes you insane but no other game is like it,Dota 2
there is so much smurfing,Dota 2
deaths,Dota 2
toxic players,Dota 2
x,Dota 2
god,Dota 2
yr dota player this is absolutely a great game the client doesnt crash people are friendly no racism no sarcastic no toxic,Dota 2
god game,Dota 2
it was the game which i started in my childhod and its going to be years i grew up with this game i have not ben consistence or my mr is more than gurdian i love this game so much so enjoy the game as much as posible be toxic sometimes coz not al are perfect do mistake and acept if team is shit dont get iritated and thats it,Dota 2
yeah,Dota 2
i once only had hrs,Dota 2
yesh,Dota 2
nc game,Dota 2
plis give me fair match,Dota 2
great game and its fre games do take a while though,Dota 2
bad for mental health,Dota 2
great game,Dota 2
game is fun but might ruin your mental health,Dota 2
og,Dota 2
yes,Dota 2
fun game and so much to learn,Dota 2
destres or be stresed,Dota 2
mobadota dota,Dota 2
adictive game,Dota 2
fun game,Dota 2
,Dota 2
nice,Dota 2
,Dota 2
,Dota 2
best moba game,Dota 2
god,Dota 2
yes,Dota 2
a new players perspective i understand why people have an abusive relationship with dota and mobas in general you get the god game that is genuinely the most fun youve had in time frame with the most anus clenching niple squezing lip smackingly close game imaginable and secure the most insane win to your tiny new player mind that fries your brain with signals of dopamine that wil never be matched in your laterdownthelineish + hours of gameplay you tel yourself you can reach that high one more time but it never comes anyways dota is prety fun would recomend,Dota 2
,Dota 2
angas,Dota 2
best in the world,Dota 2
,Dota 2
best game ever,Dota 2
god,Dota 2
best strategy game,Dota 2
<,Dota 2
like it from the begining,Dota 2
quite a fun game ngl,Dota 2
my wife left me,Dota 2
angas gar,Dota 2
in the land where creps and heroes roam i find myself cant leave this digital home with every click and every spel im traped inside this pixelated hel oh dota you cuning beast youve turned me into a gaming priest i chant your mantras i know your lore but every game just leaves me wanting more my friends they beg just one more match but every game fels like a scratch the itch it grows the urge to play i cant escape im here to stay slep it fades the sun it sets but roshan spawns and i forget the lanes they cal the towers fal in dotas grip ive lost it al yet in this chaos theres a charm a twisted joy a sirens alarm so here il stay in this arcade night embracing dotas endles fight,Dota 2
<,Dota 2
theres an adage that the dota comunity often quotes when someone identifies themselves as a new player welcome to dota they say with open arms before concluding with you suck theyre not wrong for the first dozen hours or so youl be bombarded with to much information and an often unforgiving comunity of extremely competitive players but if you persevere dota becomes one of the most rewarding and tense teambased multiplayer experiences anywhere in gaming its an achievement owed to uncompromising depth a ridiculously generous fretoplay model and the great features developer valve has built up around it,Dota 2
chleni dimatsya pidori konchajut da,Dota 2
best game in the world,Dota 2
ned more advertising and col events to make game alive but its col but dead,Dota 2
this game gave me acne aids alergies alice in wonderland syndrome aiws alzheimers disease anal absceses anal cancer anal itching anal tear anxiety disorders arthritis asthma astigmatism autism autoimune diseases autobrewert syndrome atention deficit hyperactivity disorder adhd autistic spectrum disorder asd asbestosis bad breath bacterial vaginosis benign prostate hyperplasia bph bipolar disorder body odors bone cancer bone placement disorder bowel cancer bloating brain cancer brain damage brain tumours bronchitis breast cancer candidacies cataracts carpel tunel syndrome changes in bowel movements celiac disease cervical cancer chest infection chest pain chicken pox chlamydia chronic fatigue syndrome cfs chronic ilnes cold sores colon cancer coma congenital insensitivity to pain conjunctivitis constipation comon cold copd cough cripling depresion crohns disease corona virus cystic fibrosis dehydration dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia diabetes diarhea depresion down syndrome dry mouth earache eating disorders ebola eczema endometriosis epilepsy erectile dysfunction eye cancer eye disorders fatigue fibroids fibromyalgia foreign acent syndrome farting flu fod poisoning fungal nail infection galblader cancer galstones genital herpes gonorhea gum disease graves disease halucinations hashimotos thyroiditis hay fever hearing los hepatitis a b c d and e herpes high cholesterol hiv hodgkins disease human werewolf syndrome hutchinsongilford progeria syndrome hpv hypertension imediate bowel syndrome indigestion ingrown toenail itching itchy botom joint abnormalities kidney cancer kidney infection kidney stones leg cramps liver cancer liver disease lung cancer measles mesothelioma mouth cancer nasal and sinus cancer nosebled obesity osteoporosis old man syndrome pancreatic cancer panic disorder parkinsons disease personality disorder persistent sexual arousal syndrome prostate cancer radiation poisoning reactive arthritis restles legs syndrome walking corpse syndrome shingles shortnes of breath skin cancer sore throat sugar cravings sunburn stif person syndrome stoneman syndrome stomach cancer stroke sexualy transmited diseases stds toenail fungus tuberculosis tposing syndrome urinary track infection vomit disorder whoping cough yelow fever yeast infection,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
god game since i like it im awesome,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
the best game,Dota 2
yl olmus siktigmin server cokuyor update geliyor update qeueda kalyor sacma sapan kronik sorunlar bitmedi aq,Dota 2
gaben yeban,Dota 2
to ez,Dota 2
shit game,Dota 2
dogshit,Dota 2
gay,Dota 2
garbage boring game the only fun mode is turbo the basic game is so boring,Dota 2
terible matchmaking if youve never played before dont start you wil not have fun or progres the beginer mode wil not alow you to progres in story line if you try to play matchmaking to progres everyone else wil be a decade ahead of you in skil fun had to many sweats,Dota 2
laging toxic bug everything is sucks,Dota 2
sick shit,Dota 2
years i have played this game cheaters and feder never ever get punished valve does noting to stop themfew days ban and they continue,Dota 2
this game is so bad its only waste my time when a company make game cant handle smurf players make the game trash player with match play like a imortal player,Dota 2
,Dota 2
,Dota 2
i have not played long enough to recomend this game,Dota 2
i got abandoned while playing pls verify the game i was not afk lol dota sucks,Dota 2
i was quick seling my items then this steam walet pending strikes me why do i have to wait fucking days for my money i was quick seling my items so i could buy another one from the market then this whatever the fuck this steam walet pending shit is hold me from doing so and now im not able to purchase that swet item,Dota 2
i payed hours this beta game and this trash game dont care about player gaben just want money money money money valve dont care about player matchmaking is everything in game is and they are focusing on skins their developer are not gamer and they dont know what to do they are just trash coding i hope dota going to dead game for ever so people are not going to waste their life like me on this trash game,Dota 2
depresing,Dota 2
roger throwing,Dota 2
,Dota 2
matchmaking is unfair always gets match with griefer teamates altough i have k points,Dota 2
,Dota 2
learn rusian fast,Dota 2
asd,Dota 2
bad conection,Dota 2
,Dota 2
worst game ever,Dota 2
you know,Dota 2
match making sucks and wil always give you an egoistic player that wil cost you the game and also seasonal players that only play every time ti season starts to get fre items play ranked matches and wil lok dumb because they didnt read the updates,Dota 2
its gona ruin ur mental health,Dota 2
i cant play online game like i get ban from server i test bot work fine i test other online game work fine,Dota 2
broken game,Dota 2
gameplay its god but i only can recomend the turbo version of the game because it ends fast if you want to play ranked be prepared to waste a lot of time unecesarily because the game doesnt have a concede vote for some reason even though the game might be clearly over in some cases by minute you have to wait for another min for it to be realy oversometimes even more if you leave youl be asesed with abandonment and you wont be able to play again for minutes this is just insane i have the paid version of the game which just gives you coins for cosmetics which i gues its fine because it aint expensive,Dota 2
la gente fedea por chola,Dota 2
mepo,Dota 2
